,account_id,balance_mean,balance_max,balance_min,balance_std,last_balance,first_balance,years_since_transaction,last_trans_amount,reached_negative_balance,type_x,credit_mean,credit_count,credit_max,credit_min,credit_std,type_y,withdrawal_mean,withdrawal_count,withdrawal_max,withdrawal_min,withdrawal_std,CC,CC_mean,CC_sum,CC_max,CC_std,CC_min,CAB,CAB_mean,CAB_sum,CAB_max,CAB_std,CAB_min,IC,IC_mean,IC_sum,IC_max,IC_std,IC_min,WC,WC_mean,WC_sum,WC_max,WC_std,WC_min,RAB,RAB_mean,RAB_sum,RAB_max,RAB_std,RAB_min,CCW,CCW_mean,CCW_sum,CCW_max,CCW_std,CCW_min,total_ops,credit_ratio,withdrawal_ratio,mean_trans_profit,itr_balance_per_account,balance_range,last_first_balance_ratio,last_max_balance_ratio,ratio_IC,ratio_CC,ratio_CAB,ratio_WC,ratio_RAB,ratio_CCW
10,15,41623.98642533937,66670.5,800.0,10452.874698430456,33564.3,800.0,9,-14.6,1.0,credit,9156.485185185185,81,25598.0,62.4,9456.663666300487,withdrawal,-5057.935714285714,140.0,-14.6,-46720.0,6120.321254570463,42,17494.428571428572,734766.0,25598.0,5155.714623140165,800.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,177.16153846153847,6909.3,240.0,34.573435310217555,62.4,105.0,-5719.914285714286,-600591.0,-14.6,6949.444927909275,-46720.0,35.0,-3072.0,-107520.0,-3072.0,0.0,-3072.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.3665158371040724,0.6334841628959276,4098.549470899471,15417.900000000001,65870.5,41.955375000000004,0.5034355524557338,0.17647058823529413,0.19004524886877827,0.0,0.4751131221719457,0.1583710407239819,0.0
11,18,43914.82673796792,155603.3,575.7,28240.4613556551,26769.0,1100.0,9,104.5,1.0,credit,10433.970967741936,93,47679.0,42.7,13303.69761363016,withdrawal,-10038.510638297872,94.0,-30.0,-70200.0,14160.435413195577,57,16918.333333333332,964345.0,47679.0,13423.827469856586,200.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,167.0638888888889,6014.3,454.6,101.95672233922946,42.7,94.0,-10038.510638297872,-943620.0,-30.0,14160.435413195577,-70200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.49732620320855614,0.5026737967914439,395.460329444064,30937.799999999996,155027.59999999998,24.335454545454546,0.17203362653619816,0.1925133689839572,0.3048128342245989,0.0,0.5026737967914439,0.0,0.0
12,19,25197.0925,58157.5,715.0,15039.248404932325,15854.0,1000.0,9,15139.0,1.0,credit,5264.765217391305,46,22708.0,47.1,7280.994775173006,withdrawal,-6656.611764705882,34.0,-14.6,-18200.0,6810.912484934244,9,3044.4444444444443,27400.0,6500.0,1745.0724276596025,1000.0,13.0,16303.461538461539,211945.0,22708.0,2842.415393504399,15139.0,24.0,118.09166666666665,2834.2,237.1,63.484115895352076,47.1,34.0,-6656.611764705882,-226324.8,-14.6,6810.912484934243,-18200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.575,0.425,-1391.846547314577,19477.475000000002,57442.5,15.854,0.2726045651893565,0.3,0.1125,0.1625,0.425,0.0,0.0
13,20,6510.0,12520.0,500.0,4751.32218440299,12520.0,500.0,9,3005.0,1.0,credit,2504.0,5,3005.0,500.0,1120.2700567273946,0,0.0,0.0,0.0,0.0,0.0,1,500.0,500.0,500.0,0.0,500.0,4.0,3005.0,12020.0,3005.0,0.0,3005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2504.0,6010.0,12020.0,25.04,1.0,0.0,0.2,0.8,0.0,0.0,0.0
14,22,38711.61954022988,68159.8,1100.0,10068.888751037619,66600.5,1100.0,9,-14.6,1.0,credit,8918.285714285714,70,25310.0,26.8,9329.170365637949,withdrawal,-5362.301923076923,104.0,-14.6,-27600.0,5078.282500123859,37,16727.864864864863,618931.0,25310.0,5817.841224114751,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,162.0909090909091,5349.0,255.3,39.63052298762568,26.8,76.0,-4997.676315789474,-379823.4,-14.6,5909.012067768314,-27600.0,28.0,-6352.0,-177856.0,-6352.0,0.0,-6352.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.40229885057471265,0.5977011494252874,3555.9837912087905,11934.249999999996,67059.8,60.54590909090909,0.9771228788816868,0.1896551724137931,0.21264367816091953,0.0,0.4367816091954023,0.16091954022988506,0.0
15,23,44445.36324786325,72983.2,800.0,11831.89653473553,71640.5,800.0,9,-14.6,1.0,credit,12021.319318181819,88,33132.0,39.8,12345.340398028147,withdrawal,-6755.03698630137,146.0,-14.6,-40480.0,7140.379189699348,45,23327.466666666667,1049736.0,33132.0,5813.825378120047,800.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,189.30465116279072,8140.1,271.9,39.453601160328475,39.8,108.0,-7088.605555555556,-765569.4,-14.6,8286.153753717657,-40480.0,38.0,-5807.0,-220666.0,-5807.0,0.0,-5807.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.37606837606837606,0.6239316239316239,5266.2823318804485,16655.774999999994,72183.2,89.550625,0.98160261539642,0.18376068376068377,0.19230769230769232,0.0,0.46153846153846156,0.1623931623931624,0.0
16,24,13640.199999999999,19995.1,1000.0,10946.78962390344,19995.1,1000.0,9,69.6,1.0,credit,6665.033333333333,3,18925.5,69.6,10628.061591999423,0,0.0,0.0,0.0,0.0,0.0,2,9962.75,19925.5,18925.5,12675.242606159458,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.6,69.6,69.6,0.0,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6665.033333333333,9497.55,18995.1,19.995099999999997,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
17,26,34495.164414414416,83469.3,800.0,14005.848096844957,29924.7,800.0,9,-14.6,1.0,credit,13099.725882352941,85,37203.0,68.8,13810.719594171982,withdrawal,-7909.140145985401,137.0,-14.6,-29100.0,6201.738157463929,3,1100.0,3300.0,1300.0,264.5751311064591,800.0,41.0,26919.243902439026,1103689.0,37203.0,4724.14546653936,24802.0,41.0,158.23658536585364,6487.7,323.7,47.3062985029349,68.8,101.0,-7025.942574257425,-709620.2,-14.6,7022.076178871123,-29100.0,36.0,-10387.0,-373932.0,-10387.0,0.0,-10387.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.38288288288288286,0.6171171171171171,5190.5857363675395,18506.325000000004,82669.3,37.405875,0.35851145271375223,0.18468468468468469,0.013513513513513514,0.18468468468468469,0.45495495495495497,0.16216216216216217,0.0
18,27,24505.14811320755,40464.1,900.0,6712.286548243526,21165.0,900.0,9,-14.6,1.0,credit,4654.361445783133,83,12940.0,14.4,4742.862788027545,withdrawal,-2830.5968992248063,129.0,-14.6,-8800.0,2318.9953351322874,44,8687.363636363636,382244.0,12940.0,2734.1794491295345,800.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,104.3076923076923,4068.0,142.5,28.70727383173475,14.4,95.0,-2392.7473684210527,-227311.0,-14.6,2566.6636667182383,-8800.0,34.0,-4054.0,-137836.0,-4054.0,0.0,-4054.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.3915094339622642,0.6084905660377359,1823.7645465583264,10598.924999999996,39564.1,23.516666666666666,0.5230562399756822,0.18396226415094338,0.20754716981132076,0.0,0.4481132075471698,0.16037735849056603,0.0
19,29,35945.536723163845,59950.3,700.0,9464.422580118886,27313.8,700.0,9,-14.6,1.0,credit,9670.149019607843,51,26667.0,29.2,10108.135214793529,withdrawal,-3697.3301587301585,126.0,-8.0,-18000.0,4412.44998904273,26,18830.576923076922,489595.0,26667.0,5130.005131951249,700.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,143.304,3582.6,205.4,33.686823338906066,29.2,64.0,-4857.290625000001,-310866.60000000003,-14.6,5175.568758798745,-18000.0,62.0,-2499.951612903226,-154997.0,-8.0,3059.950778707414,-6871.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.288135593220339,0.711864406779661,5972.8188608776845,11671.200000000004,59250.3,39.01971428571429,0.45560739479201934,0.14124293785310735,0.14689265536723164,0.0,0.3615819209039548,0.3502824858757062,0.0
20,30,54255.894117647054,129089.9,400.0,27317.748869509644,34787.8,400.0,9,-14.6,1.0,credit,17159.8,60,49290.0,3.9,16670.08425060812,withdrawal,-13089.473684210527,76.0,-14.6,-60200.0,15703.837137102242,39,26297.05128205128,1025585.0,49290.0,13661.631523798238,400.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,190.61904761904762,4003.0,390.2,95.89519601652431,3.9,76.0,-13089.473684210527,-994800.0,-14.6,15703.837137102246,-60200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.4411764705882353,0.5588235294117647,4070.3263157894726,35851.69999999998,128689.9,86.96950000000001,0.26948506428465746,0.15441176470588236,0.2867647058823529,0.0,0.5588235294117647,0.0,0.0
21,31,64057.862,128844.3,800.0,25917.535343656316,39641.2,800.0,9,-14.6,1.0,credit,17936.046296296296,108,49537.0,110.4,16411.202223973545,withdrawal,-13362.335211267606,142.0,-14.6,-61700.0,12104.78873137543,76,25383.802631578947,1929169.0,49537.0,13947.563348503796,800.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,247.625,7924.0,345.8,67.65886919425392,110.4,112.0,-14208.853571428572,-1591391.6,-14.6,13516.844122903467,-61700.0,30.0,-10202.0,-306060.0,-10202.0,0.0,-10202.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.432,0.568,4573.71108502869,35144.899999999994,128044.3,49.5515,0.3076674715140677,0.128,0.304,0.0,0.448,0.12,0.0
22,32,47728.70307692308,75123.2,700.0,12302.5874724203,51449.1,700.0,9,225.9,1.0,credit,8773.817647058822,34,24822.0,12.5,9242.558336418731,withdrawal,-7963.716129032258,31.0,-14.6,-21500.0,7687.454164246956,18,16416.11111111111,295490.0,24822.0,5866.155830032324,700.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,176.2375,2819.8,225.9,53.55426998226504,12.5,31.0,-7963.716129032258,-246875.2,-14.6,7687.454164246955,-21500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.5230769230769231,0.47692307692307695,810.101518026564,9163.300000000003,74423.2,73.49871428571429,0.6848629983813256,0.24615384615384617,0.27692307692307694,0.0,0.47692307692307695,0.0,0.0
23,33,60322.367136150235,103726.0,600.0,14573.014582855621,103711.4,600.0,9,-14.6,1.0,credit,12667.771951219513,82,35384.0,21.8,13135.10805844327,withdrawal,-7137.752671755725,131.0,-14.6,-27000.0,8314.473795342381,42,24493.45238095238,1028725.0,35384.0,6868.2297651893705,600.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,250.80749999999998,10032.3,406.4,59.48243605231671,21.8,85.0,-9072.065882352941,-771125.6,-14.6,9789.246667712594,-27000.0,35.0,-3892.0,-136220.0,-3892.0,0.0,-3892.0,11.0,-2518.181818181818,-27700.0,-900.0,1256.8358538951552,-4500.0,213.0,0.38497652582159625,0.6150234741784038,5530.019279463788,17325.199999999997,103126.0,172.85233333333332,0.9998592445481363,0.18779342723004694,0.19718309859154928,0.0,0.39906103286384975,0.1643192488262911,0.051643192488262914
24,34,54321.24435483871,94579.7,600.0,17282.18751615931,42176.5,600.0,9,-30.0,1.0,credit,17252.225316455697,79,47768.0,59.6,17871.63070784409,withdrawal,-7815.082840236686,169.0,-30.0,-36300.0,9136.904861356365,1,600.0,600.0,600.0,0.0,600.0,39.0,34702.97435897436,1353416.0,47768.0,6190.486808028741,31845.0,39.0,228.45641025641024,8909.8,331.6,58.55419799266405,59.6,100.0,-10912.31,-1091231.0,-30.0,10608.230734055971,-36300.0,69.0,-3326.3478260869565,-229518.0,-502.0,2804.101344071945,-6070.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.3185483870967742,0.6814516129032258,9437.14247621901,25687.475,93979.7,70.29416666666667,0.4459360729628028,0.15725806451612903,0.004032258064516129,0.15725806451612903,0.4032258064516129,0.2782258064516129,0.0
25,35,21336.89294605809,32520.4,600.0,5396.817341999668,15794.5,600.0,9,-14.6,1.0,credit,2874.0848101265824,79,5446.0,57.6,2689.229600818821,withdrawal,-1304.062962962963,162.0,-14.6,-14950.0,1533.4233383656917,1,600.0,600.0,600.0,0.0,600.0,41.0,5446.0,223286.0,5446.0,0.0,5446.0,37.0,85.58648648648648,3166.7,121.6,20.199988478574298,57.6,88.0,-1398.2977272727273,-123050.2,-14.6,2075.3727595372493,-14950.0,74.0,-1192.0,-88208.0,-1022.0,171.16042302751796,-1362.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.3278008298755187,0.6721991701244814,1570.0218471636194,8633.5,31920.4,26.324166666666667,0.4856797579365567,0.15352697095435686,0.004149377593360996,0.17012448132780084,0.3651452282157676,0.3070539419087137,0.0
26,36,42214.86598360656,70709.2,500.0,12201.694233460483,27077.7,500.0,9,-14.6,1.0,credit,10641.098837209302,86,29778.0,74.4,10997.449031624335,withdrawal,-5620.612658227848,158.0,-14.6,-41120.0,6647.27908838042,44,20631.045454545456,907766.0,29778.0,5474.592519420948,500.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,175.4404761904762,7368.5,258.2,35.799223724543346,74.4,120.0,-6111.956666666667,-733434.8,-14.6,7568.6198605648515,-41120.0,38.0,-4069.0,-154622.0,-4069.0,0.0,-4069.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.3524590163934426,0.6475409836065574,5020.486178981453,18391.249999999993,70209.2,54.1554,0.38294451075673325,0.1721311475409836,0.18032786885245902,0.0,0.4918032786885246,0.1557377049180328,0.0
27,39,26628.725316455697,36322.3,1100.0,4819.697591851459,29686.1,1100.0,9,-14.6,1.0,credit,3387.003947368421,76,6474.0,39.3,3192.4189000167576,withdrawal,-1414.447204968944,161.0,-14.6,-5700.0,1453.9010699692615,1,1100.0,1100.0,1100.0,0.0,1100.0,39.0,6474.0,252486.0,6474.0,0.0,6474.0,36.0,106.28611111111111,3826.3,124.7,17.576073879449666,39.3,91.0,-1304.4065934065934,-118701.0,-14.6,1475.7943004664905,-5700.0,70.0,-1557.5,-109025.0,-145.0,1422.698688398571,-2970.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.3206751054852321,0.679324894514768,1972.556742399477,5373.399999999998,35222.3,26.987363636363636,0.8172968121512127,0.1518987341772152,0.004219409282700422,0.16455696202531644,0.38396624472573837,0.29535864978902954,0.0
28,40,24650.123076923075,41560.0,700.0,7788.761906382485,8186.8,700.0,9,-14.6,1.0,credit,3456.938823529412,85,9753.0,15.2,3540.508671151449,withdrawal,-1917.1302013422821,149.0,-14.6,-10200.0,2192.0986247203004,47,6175.170212765957,290233.0,9753.0,2450.0444123671905,700.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,94.91578947368421,3606.8,144.4,31.88742466964978,15.2,81.0,-1707.362962962963,-138296.4,-14.6,2218.4034128424682,-10200.0,68.0,-2167.0,-147356.0,-33.0,2149.866389461753,-4301.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.36324786324786323,0.6367521367521367,1539.8086221871297,11089.425,40860.0,11.695428571428572,0.19698748796920115,0.1623931623931624,0.20085470085470086,0.0,0.34615384615384615,0.2905982905982906,0.0
29,42,22486.561538461538,38101.0,800.0,9638.095321650995,27209.1,800.0,9,108.1,1.0,credit,4900.9,10,13659.0,37.3,5200.623587182171,withdrawal,-7266.666666666667,3.0,-2100.0,-11000.0,4619.884558442271,6,8112.833333333333,48677.0,13659.0,4211.118636023766,800.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,83.0,332.0,108.1,31.803354120805142,37.3,3.0,-7266.666666666667,-21800.0,-2100.0,4619.884558442271,-11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.7692307692307693,0.23076923076923078,-2365.7666666666673,10257.7,37301.0,34.011375,0.7141308627070155,0.3076923076923077,0.46153846153846156,0.0,0.23076923076923078,0.0,0.0
30,43,60865.8627118644,84913.2,1100.0,12934.31121731817,58244.4,1100.0,9,-14.6,1.0,credit,13048.138095238095,63,35862.0,92.4,13490.542702424715,withdrawal,-6699.89649122807,114.0,-14.6,-32800.0,7058.088073799428,32,25436.625,813972.0,35862.0,6482.779520117249,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,260.02258064516127,8060.7,323.5,42.57916321142238,92.4,72.0,-7767.697222222221,-559274.2,-14.6,8545.518474219782,-32800.0,26.0,-6589.0,-171314.0,-6589.0,0.0,-6589.0,16.0,-2075.0,-33200.0,-600.0,1148.6223632392562,-3800.0,177.0,0.3559322033898305,0.6440677966101694,6348.241604010025,19180.6,83813.2,52.94945454545455,0.6859286895323695,0.1751412429378531,0.1807909604519774,0.0,0.4067796610169492,0.14689265536723164,0.0903954802259887
31,44,17494.048730964467,29423.9,400.0,3739.084054919875,26624.6,400.0,9,-14.6,1.0,credit,2214.2168674698796,83,4200.0,53.5,2071.7461157797798,withdrawal,-1378.556140350877,114.0,-14.6,-6000.0,1265.4859347921072,1,400.0,400.0,400.0,0.0,400.0,43.0,4200.0,180600.0,4200.0,0.0,4200.0,39.0,71.28205128205128,2780.0,109.3,11.957377634416247,53.5,75.0,-876.5253333333333,-65739.4,-14.6,1303.3769224277055,-6000.0,39.0,-2344.0,-91416.0,-2344.0,0.0,-2344.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.4213197969543147,0.5786802030456852,835.6607271190026,4200.600000000002,29023.9,66.5615,0.9048630535041241,0.19796954314720813,0.005076142131979695,0.2182741116751269,0.38071065989847713,0.19796954314720813,0.0
32,47,47380.02471590909,108508.9,300.0,18679.528995850596,43032.5,300.0,9,-14.6,1.0,credit,18658.281176470588,85,52886.0,100.4,19605.581801264405,withdrawal,-5778.731086142322,267.0,-9.0,-63300.0,9118.12160282779,3,2833.3333333333335,8500.0,4800.0,2302.896726588783,300.0,41.0,38266.829268292684,1568940.0,52886.0,6715.7455390389805,35257.0,41.0,207.6560975609756,8513.9,351.9,56.914457955692086,100.4,121.0,-10532.795041322313,-1274468.2,-14.6,11483.259616951475,-63300.0,146.0,-1838.7191780821918,-268453.0,-9.0,2983.0003057397535,-6940.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.24147727272727273,0.7585227272727273,12879.550090328266,28469.675000000003,108208.9,143.44166666666666,0.3965803726698916,0.11647727272727272,0.008522727272727272,0.11647727272727272,0.34375,0.4147727272727273,0.0
