account_id,district_id,frequency,years_since_acc_open
1678,1,monthly issuance,28
2396,2,monthly issuance,28
1005,54,weekly issuance,28
697,28,monthly issuance,28
925,59,monthly issuance,28
2110,64,monthly issuance,28
1366,60,monthly issuance,28
1050,57,issuance after transaction,28
3117,33,monthly issuance,28
562,50,monthly issuance,28
5369,54,monthly issuance,28
2242,7,weekly issuance,28
197,1,monthly issuance,28
496,69,monthly issuance,28
2,1,monthly issuance,28
7401,1,monthly issuance,28
2486,1,monthly issuance,28
428,1,monthly issuance,28
3651,23,monthly issuance,28
1775,17,monthly issuance,28
1688,70,monthly issuance,28
361,51,monthly issuance,28
1829,43,monthly issuance,28
1575,1,monthly issuance,28
9203,70,monthly issuance,28
3008,72,monthly issuance,28
239,69,weekly issuance,28
3302,21,monthly issuance,28
415,25,monthly issuance,28
3513,20,monthly issuance,28
4134,7,monthly issuance,28
1077,14,monthly issuance,28
1713,43,monthly issuance,28
1378,59,monthly issuance,28
2503,1,monthly issuance,28
559,46,monthly issuance,28
6555,38,weekly issuance,28
744,42,monthly issuance,28
882,9,monthly issuance,28
86,54,monthly issuance,28
1126,56,monthly issuance,28
2666,49,monthly issuance,28
944,70,monthly issuance,28
1545,1,monthly issuance,28
2453,1,monthly issuance,28
3734,43,monthly issuance,28
3935,23,monthly issuance,28
396,21,monthly issuance,28
2694,7,monthly issuance,28
4596,74,monthly issuance,28
2489,72,monthly issuance,28
2895,19,monthly issuance,28
317,76,monthly issuance,28
2555,53,monthly issuance,28
494,60,monthly issuance,28
2219,60,monthly issuance,28
2581,72,monthly issuance,28
112,6,monthly issuance,28
3674,38,monthly issuance,28
2039,44,monthly issuance,28
2712,9,monthly issuance,28
395,1,monthly issuance,28
2974,9,monthly issuance,28
123,21,monthly issuance,28
9640,1,monthly issuance,28
3108,53,monthly issuance,28
2508,34,monthly issuance,28
2458,40,weekly issuance,28
588,66,monthly issuance,28
7231,10,monthly issuance,28
6701,49,weekly issuance,28
3883,72,monthly issuance,28
222,37,monthly issuance,28
2497,65,monthly issuance,28
1372,1,monthly issuance,28
3835,50,monthly issuance,28
7445,64,monthly issuance,28
2527,38,monthly issuance,28
425,9,monthly issuance,28
860,1,monthly issuance,28
6034,6,weekly issuance,28
11065,11,monthly issuance,28
9883,1,monthly issuance,28
115,68,monthly issuance,28
1189,59,monthly issuance,28
3675,64,monthly issuance,28
3069,66,monthly issuance,28
2762,19,monthly issuance,28
892,70,monthly issuance,28
1535,46,monthly issuance,28
2618,60,monthly issuance,28
2651,2,monthly issuance,28
5442,34,monthly issuance,28
1787,30,weekly issuance,28
1397,17,monthly issuance,28
3785,10,monthly issuance,28
623,1,monthly issuance,28
8260,31,monthly issuance,28
3678,1,monthly issuance,28
3001,1,monthly issuance,28
655,53,monthly issuance,28
4093,1,monthly issuance,28
3260,68,monthly issuance,28
2528,65,monthly issuance,28
2011,75,monthly issuance,28
1721,68,monthly issuance,28
1332,59,monthly issuance,28
1402,74,monthly issuance,28
3283,68,monthly issuance,28
3781,31,monthly issuance,28
7203,71,monthly issuance,28
1065,72,monthly issuance,28
3076,54,monthly issuance,28
4347,1,monthly issuance,28
1157,7,monthly issuance,28
9403,1,weekly issuance,28
1874,9,monthly issuance,28
1115,34,monthly issuance,28
3586,59,monthly issuance,28
62,47,monthly issuance,28
1771,69,monthly issuance,28
5483,13,monthly issuance,28
8330,48,monthly issuance,28
187,5,monthly issuance,28
423,12,monthly issuance,28
6425,31,monthly issuance,28
2493,62,monthly issuance,28
2896,29,monthly issuance,28
2245,29,monthly issuance,28
3923,52,monthly issuance,28
1898,70,monthly issuance,28
3367,1,monthly issuance,28
3391,74,monthly issuance,28
8519,23,monthly issuance,28
1780,1,monthly issuance,28
3915,65,monthly issuance,28
3980,75,monthly issuance,28
4350,63,monthly issuance,28
686,41,monthly issuance,28
362,15,monthly issuance,28
299,77,monthly issuance,28
2488,5,monthly issuance,28
2985,71,monthly issuance,28
385,5,monthly issuance,28
2817,56,monthly issuance,28
2056,58,monthly issuance,28
2002,1,monthly issuance,28
748,10,monthly issuance,28
220,72,monthly issuance,28
1422,68,monthly issuance,28
1147,44,monthly issuance,28
3788,70,monthly issuance,28
1891,32,monthly issuance,28
1239,1,monthly issuance,28
8321,77,monthly issuance,28
3213,51,monthly issuance,28
2838,3,weekly issuance,28
3644,38,monthly issuance,28
4318,33,weekly issuance,28
2648,51,monthly issuance,28
2313,26,weekly issuance,28
5428,24,monthly issuance,28
7123,64,issuance after transaction,28
279,39,monthly issuance,28
104,37,monthly issuance,28
497,55,monthly issuance,28
1152,45,monthly issuance,28
83,26,monthly issuance,28
2008,52,monthly issuance,28
3327,45,monthly issuance,28
5740,43,monthly issuance,28
8132,5,weekly issuance,28
10738,45,weekly issuance,28
2216,74,monthly issuance,28
1815,66,monthly issuance,28
2823,57,monthly issuance,28
4321,47,monthly issuance,28
1773,33,monthly issuance,28
7454,4,monthly issuance,28
188,54,monthly issuance,28
10973,18,weekly issuance,28
2599,48,monthly issuance,28
1166,11,monthly issuance,28
504,73,monthly issuance,28
1518,67,monthly issuance,28
2189,75,monthly issuance,28
6040,1,monthly issuance,28
2876,52,monthly issuance,28
1505,69,monthly issuance,28
6897,48,monthly issuance,28
4377,28,monthly issuance,28
717,75,monthly issuance,28
9707,70,monthly issuance,28
2814,72,monthly issuance,28
3068,59,monthly issuance,28
1476,61,monthly issuance,28
897,38,monthly issuance,28
977,1,monthly issuance,28
2639,17,monthly issuance,28
1032,11,monthly issuance,28
928,20,monthly issuance,28
168,31,monthly issuance,28
2175,1,monthly issuance,28
10105,55,monthly issuance,28
1392,60,monthly issuance,28
3697,45,monthly issuance,28
5313,40,monthly issuance,28
2222,47,monthly issuance,28
2641,7,monthly issuance,28
5423,15,monthly issuance,28
2609,73,monthly issuance,28
5472,1,monthly issuance,28
2932,72,monthly issuance,28
4254,70,monthly issuance,28
3965,31,monthly issuance,28
10656,8,monthly issuance,28
887,1,monthly issuance,28
4743,64,monthly issuance,28
1048,35,monthly issuance,28
1671,6,monthly issuance,28
1236,19,monthly issuance,28
1822,30,monthly issuance,28
3316,28,monthly issuance,28
2037,20,monthly issuance,28
10079,62,monthly issuance,28
3999,35,monthly issuance,28
551,77,monthly issuance,28
1200,33,monthly issuance,28
1161,66,monthly issuance,28
5372,48,monthly issuance,28
3050,60,monthly issuance,28
1784,59,monthly issuance,28
1603,1,monthly issuance,28
1887,68,monthly issuance,28
1644,1,monthly issuance,28
1658,73,monthly issuance,28
44,32,monthly issuance,28
1039,70,weekly issuance,28
1071,68,weekly issuance,28
2410,54,monthly issuance,28
2523,10,monthly issuance,28
790,54,monthly issuance,28
2583,62,monthly issuance,28
1782,8,monthly issuance,28
751,3,monthly issuance,28
2061,24,monthly issuance,28
8261,13,monthly issuance,28
2321,35,monthly issuance,28
1334,74,monthly issuance,28
3649,54,monthly issuance,28
555,24,monthly issuance,28
3173,39,monthly issuance,28
863,71,monthly issuance,28
3181,42,monthly issuance,28
3210,1,monthly issuance,28
489,16,monthly issuance,28
947,59,monthly issuance,28
3284,64,monthly issuance,28
1610,52,monthly issuance,28
4225,55,monthly issuance,28
1412,64,monthly issuance,28
1937,36,monthly issuance,28
991,39,monthly issuance,28
1180,20,monthly issuance,28
2758,70,monthly issuance,28
2711,58,monthly issuance,28
1652,74,monthly issuance,28
3099,70,monthly issuance,28
11111,1,monthly issuance,28
9591,74,monthly issuance,28
9828,11,monthly issuance,28
5385,44,weekly issuance,28
23,30,monthly issuance,28
2645,54,monthly issuance,28
2991,19,monthly issuance,28
3469,76,monthly issuance,28
1851,55,monthly issuance,28
3844,67,monthly issuance,28
1442,23,monthly issuance,28
3064,40,monthly issuance,28
3558,4,monthly issuance,28
1534,1,monthly issuance,28
334,1,monthly issuance,28
1786,1,monthly issuance,28
1272,40,weekly issuance,28
2436,67,monthly issuance,28
3796,53,monthly issuance,28
119,27,monthly issuance,28
3063,72,monthly issuance,28
18,43,weekly issuance,28
11320,44,monthly issuance,28
3888,39,monthly issuance,28
1584,30,monthly issuance,28
5546,43,monthly issuance,28
2029,55,monthly issuance,28
10911,1,weekly issuance,28
2467,33,monthly issuance,28
2962,1,monthly issuance,28
165,25,monthly issuance,28
1617,45,monthly issuance,28
327,54,monthly issuance,28
2068,21,monthly issuance,28
4448,60,monthly issuance,28
640,32,monthly issuance,28
510,1,weekly issuance,28
2534,61,monthly issuance,28
1018,7,monthly issuance,28
1285,65,monthly issuance,28
3670,27,monthly issuance,28
1743,51,monthly issuance,28
3072,8,monthly issuance,28
2146,31,monthly issuance,28
4576,27,monthly issuance,28
3258,53,monthly issuance,28
2176,67,monthly issuance,28
8934,51,monthly issuance,28
1999,70,monthly issuance,28
2741,15,monthly issuance,28
4427,32,monthly issuance,28
3682,70,monthly issuance,28
2862,33,monthly issuance,28
3032,5,monthly issuance,28
701,69,monthly issuance,28
6281,56,monthly issuance,28
306,16,monthly issuance,28
1207,67,monthly issuance,28
1247,25,monthly issuance,28
5343,64,monthly issuance,28
5129,68,monthly issuance,28
3713,14,weekly issuance,28
2327,19,monthly issuance,28
774,1,monthly issuance,28
1990,1,monthly issuance,28
2388,30,monthly issuance,28
3566,21,monthly issuance,28
10266,54,monthly issuance,28
3771,22,monthly issuance,28
1978,57,weekly issuance,28
2022,72,monthly issuance,28
3542,49,monthly issuance,28
1515,11,monthly issuance,28
4171,28,monthly issuance,28
433,20,monthly issuance,28
1373,47,monthly issuance,28
3246,54,monthly issuance,28
1475,1,weekly issuance,28
3133,66,monthly issuance,28
2779,73,monthly issuance,28
135,75,monthly issuance,28
446,50,monthly issuance,28
9093,47,monthly issuance,28
432,46,monthly issuance,28
2880,71,monthly issuance,28
5767,72,monthly issuance,28
1998,1,monthly issuance,28
2554,36,monthly issuance,28
2933,10,monthly issuance,28
773,15,monthly issuance,28
4894,14,monthly issuance,28
3969,39,monthly issuance,28
1277,31,monthly issuance,28
5120,1,monthly issuance,28
738,34,monthly issuance,28
1299,1,monthly issuance,28
148,8,monthly issuance,28
899,72,monthly issuance,28
3521,75,monthly issuance,28
3786,21,monthly issuance,28
886,1,monthly issuance,28
5228,77,issuance after transaction,28
702,12,monthly issuance,28
300,1,monthly issuance,28
1451,64,monthly issuance,28
2940,54,monthly issuance,28
1837,23,monthly issuance,28
3954,22,monthly issuance,28
885,1,monthly issuance,28
2697,8,monthly issuance,28
8129,45,monthly issuance,28
1930,3,monthly issuance,28
2411,69,monthly issuance,28
3775,19,monthly issuance,28
9034,1,monthly issuance,28
902,74,monthly issuance,28
630,71,monthly issuance,28
3096,68,monthly issuance,28
2552,52,monthly issuance,28
3435,59,monthly issuance,28
5215,55,monthly issuance,28
36,1,monthly issuance,28
2687,76,monthly issuance,28
1861,54,monthly issuance,28
2464,33,issuance after transaction,28
2736,72,monthly issuance,28
1145,31,monthly issuance,28
2298,31,monthly issuance,28
929,54,monthly issuance,28
381,68,monthly issuance,28
3778,52,monthly issuance,28
1118,48,monthly issuance,28
4352,2,monthly issuance,28
1322,17,monthly issuance,28
1852,35,monthly issuance,28
8173,11,monthly issuance,28
2705,63,issuance after transaction,28
9472,1,weekly issuance,28
368,77,monthly issuance,28
1425,76,monthly issuance,28
8027,44,weekly issuance,28
3261,1,monthly issuance,28
35,75,monthly issuance,28
2186,63,monthly issuance,28
1566,73,monthly issuance,28
78,74,monthly issuance,28
3939,70,monthly issuance,28
2584,50,monthly issuance,28
2336,39,monthly issuance,28
2078,62,monthly issuance,28
3882,10,monthly issuance,28
4159,74,monthly issuance,28
907,41,monthly issuance,28
1411,54,monthly issuance,28
1684,32,weekly issuance,28
3748,1,monthly issuance,28
2213,68,monthly issuance,28
1062,6,monthly issuance,28
273,24,issuance after transaction,28
10320,68,monthly issuance,28
1416,66,weekly issuance,28
3277,36,monthly issuance,28
1892,28,monthly issuance,28
3413,70,monthly issuance,28
3654,47,monthly issuance,28
3000,28,monthly issuance,28
3955,64,monthly issuance,28
1544,69,monthly issuance,28
9703,68,monthly issuance,28
234,73,monthly issuance,28
3241,44,monthly issuance,28
3465,1,monthly issuance,28
3152,1,monthly issuance,28
1497,1,monthly issuance,28
3078,1,monthly issuance,28
400,28,monthly issuance,28
1902,50,weekly issuance,28
757,50,monthly issuance,28
1116,1,monthly issuance,28
5700,42,monthly issuance,28
3267,64,monthly issuance,28
3222,4,monthly issuance,28
408,41,monthly issuance,28
2818,40,monthly issuance,28
6273,38,monthly issuance,28
2513,70,monthly issuance,28
3493,63,monthly issuance,28
1201,61,monthly issuance,28
4478,70,monthly issuance,28
2915,57,monthly issuance,28
9833,20,monthly issuance,28
2253,74,monthly issuance,28
1069,70,monthly issuance,28
207,2,monthly issuance,28
3212,70,monthly issuance,28
4035,1,monthly issuance,28
1268,74,monthly issuance,28
3287,18,monthly issuance,28
6226,74,weekly issuance,28
2123,64,monthly issuance,28
3982,26,monthly issuance,28
2701,71,monthly issuance,28
3629,48,monthly issuance,28
2841,71,monthly issuance,28
563,53,monthly issuance,28
2732,5,monthly issuance,28
1297,70,monthly issuance,28
7485,39,monthly issuance,28
2088,4,monthly issuance,28
225,1,monthly issuance,28
1630,72,monthly issuance,28
403,1,monthly issuance,28
445,63,weekly issuance,28
186,1,weekly issuance,28
3720,36,monthly issuance,28
574,70,monthly issuance,28
1429,57,monthly issuance,28
3580,43,monthly issuance,28
7819,38,monthly issuance,28
759,23,monthly issuance,28
6363,74,monthly issuance,28
3738,51,monthly issuance,28
4000,7,monthly issuance,28
9041,1,monthly issuance,28
2620,22,monthly issuance,28
3609,28,monthly issuance,28
1382,48,monthly issuance,28
930,41,monthly issuance,28
1925,12,monthly issuance,28
1834,62,monthly issuance,28
1507,35,monthly issuance,28
7857,75,monthly issuance,28
6636,72,weekly issuance,28
601,29,monthly issuance,28
3298,29,monthly issuance,28
2938,1,monthly issuance,28
2199,1,monthly issuance,28
3745,5,monthly issuance,28
3699,50,monthly issuance,28
816,52,monthly issuance,28
3656,53,monthly issuance,28
2038,42,monthly issuance,28
2542,21,monthly issuance,28
1136,12,monthly issuance,28
1589,37,monthly issuance,28
3136,69,monthly issuance,28
3547,54,monthly issuance,28
26,52,monthly issuance,28
657,47,monthly issuance,28
3538,58,monthly issuance,28
2167,16,monthly issuance,28
3127,66,monthly issuance,28
47,45,monthly issuance,28
3850,8,monthly issuance,28
5366,70,monthly issuance,28
747,39,monthly issuance,28
3166,71,monthly issuance,28
11021,1,monthly issuance,28
1701,1,monthly issuance,28
3613,43,monthly issuance,28
3600,27,monthly issuance,28
3792,10,monthly issuance,28
523,1,monthly issuance,28
3808,38,monthly issuance,28
1401,1,monthly issuance,28
541,61,monthly issuance,28
1023,21,monthly issuance,28
3683,33,monthly issuance,28
3220,29,monthly issuance,28
1779,33,monthly issuance,28
1912,64,monthly issuance,28
238,6,monthly issuance,28
3113,67,monthly issuance,28
5481,52,monthly issuance,28
3035,15,weekly issuance,28
942,9,monthly issuance,28
3221,5,monthly issuance,28
2616,1,monthly issuance,28
2137,4,issuance after transaction,28
978,73,monthly issuance,28
2771,37,monthly issuance,28
3891,1,monthly issuance,28
9236,11,monthly issuance,28
274,76,monthly issuance,28
552,14,monthly issuance,28
2417,44,monthly issuance,28
3868,43,monthly issuance,28
9869,12,monthly issuance,28
1875,44,monthly issuance,28
8212,52,issuance after transaction,28
3477,71,monthly issuance,28
1513,30,monthly issuance,28
3053,11,monthly issuance,28
1057,13,monthly issuance,28
6030,47,monthly issuance,28
3407,28,monthly issuance,28
1761,24,monthly issuance,28
3306,75,monthly issuance,28
162,60,monthly issuance,28
5011,31,monthly issuance,28
965,20,monthly issuance,28
1305,57,monthly issuance,28
815,56,monthly issuance,28
1449,35,monthly issuance,28
950,49,monthly issuance,28
3361,45,monthly issuance,28
3837,48,issuance after transaction,28
33,22,monthly issuance,28
2894,17,monthly issuance,28
2510,61,monthly issuance,28
389,30,monthly issuance,28
6051,56,monthly issuance,28
730,4,monthly issuance,28
1694,6,weekly issuance,28
721,76,monthly issuance,28
1106,20,weekly issuance,28
3319,56,monthly issuance,28
10451,1,monthly issuance,28
172,13,monthly issuance,28
3920,74,monthly issuance,28
3011,64,monthly issuance,28
1337,23,monthly issuance,28
2592,69,monthly issuance,28
146,4,monthly issuance,28
2576,1,monthly issuance,28
3195,40,monthly issuance,28
8073,24,issuance after transaction,28
4463,67,monthly issuance,28
2082,36,monthly issuance,28
2020,13,monthly issuance,28
160,23,monthly issuance,28
7607,1,monthly issuance,28
117,31,monthly issuance,28
3509,2,monthly issuance,28
151,76,monthly issuance,28
1719,1,monthly issuance,28
3456,32,monthly issuance,28
2951,44,monthly issuance,28
7190,49,monthly issuance,28
1827,10,monthly issuance,28
1689,55,monthly issuance,28
1197,68,monthly issuance,28
5952,50,monthly issuance,28
6930,41,monthly issuance,28
1107,42,monthly issuance,28
8475,4,monthly issuance,28
3575,7,monthly issuance,28
2691,69,monthly issuance,28
3323,13,monthly issuance,28
2428,72,monthly issuance,28
2649,2,monthly issuance,28
2907,70,monthly issuance,28
1091,16,monthly issuance,28
1487,66,monthly issuance,28
3157,77,monthly issuance,28
4414,24,monthly issuance,28
2302,24,monthly issuance,28
1410,74,monthly issuance,28
1146,67,monthly issuance,28
8564,68,monthly issuance,28
750,73,monthly issuance,28
2150,37,monthly issuance,28
10940,50,monthly issuance,28
9337,30,monthly issuance,28
861,22,monthly issuance,28
10440,72,monthly issuance,28
10036,1,monthly issuance,28
1234,6,monthly issuance,28
7774,74,issuance after transaction,28
1547,72,monthly issuance,28
1079,74,monthly issuance,28
3863,15,monthly issuance,28
3480,58,monthly issuance,28
2671,1,monthly issuance,28
1705,70,monthly issuance,28
3028,27,monthly issuance,28
3310,25,monthly issuance,28
6715,48,weekly issuance,28
3255,1,monthly issuance,28
3751,9,monthly issuance,28
2987,18,monthly issuance,28
857,77,monthly issuance,28
3042,10,monthly issuance,28
2695,16,monthly issuance,28
2849,1,monthly issuance,28
2802,1,monthly issuance,28
34,67,weekly issuance,28
7133,1,monthly issuance,28
699,1,monthly issuance,28
2282,29,weekly issuance,28
8489,19,monthly issuance,28
837,46,monthly issuance,28
8759,1,monthly issuance,28
1602,33,monthly issuance,28
2958,48,monthly issuance,28
3408,62,monthly issuance,28
153,77,monthly issuance,28
3268,21,monthly issuance,28
854,62,monthly issuance,28
1831,1,monthly issuance,28
39,36,monthly issuance,28
1811,40,monthly issuance,28
3822,8,monthly issuance,28
1404,7,weekly issuance,28
517,76,monthly issuance,28
1440,55,monthly issuance,28
3505,46,monthly issuance,28
1804,20,weekly issuance,28
2617,1,monthly issuance,28
467,74,monthly issuance,28
4437,40,monthly issuance,28
1453,61,weekly issuance,28
3977,7,monthly issuance,28
8982,64,monthly issuance,28
27,73,monthly issuance,28
4511,33,monthly issuance,28
1052,61,monthly issuance,28
10227,62,issuance after transaction,28
3171,61,monthly issuance,28
228,5,monthly issuance,28
3618,29,monthly issuance,28
1016,40,monthly issuance,28
15,70,monthly issuance,28
3237,20,monthly issuance,28
1485,36,monthly issuance,28
7769,23,monthly issuance,28
2613,26,monthly issuance,28
2201,8,monthly issuance,28
1896,74,monthly issuance,28
5387,1,monthly issuance,28
3535,1,monthly issuance,28
1120,1,monthly issuance,28
235,41,monthly issuance,28
3701,76,monthly issuance,28
1516,67,monthly issuance,28
4543,33,monthly issuance,28
2427,70,weekly issuance,28
1981,64,monthly issuance,28
8566,74,monthly issuance,28
678,17,monthly issuance,28
4659,56,monthly issuance,28
4059,34,monthly issuance,28
4013,73,issuance after transaction,28
7011,75,monthly issuance,28
2132,76,monthly issuance,28
1816,44,monthly issuance,28
2623,58,monthly issuance,28
2793,47,monthly issuance,28
2479,18,monthly issuance,28
11135,75,monthly issuance,28
8041,1,monthly issuance,28
492,5,monthly issuance,28
799,56,monthly issuance,28
3972,51,monthly issuance,28
1468,54,monthly issuance,28
624,70,monthly issuance,28
3483,40,monthly issuance,28
4260,56,monthly issuance,28
616,43,monthly issuance,28
931,59,monthly issuance,28
102,11,monthly issuance,28
540,75,monthly issuance,28
2660,1,weekly issuance,28
4287,1,monthly issuance,28
3551,6,monthly issuance,28
2072,41,monthly issuance,28
4119,77,monthly issuance,28
1345,28,monthly issuance,28
1565,36,monthly issuance,28
2824,11,monthly issuance,28
2052,61,monthly issuance,28
1767,21,monthly issuance,28
2140,75,monthly issuance,28
1051,35,monthly issuance,28
3927,56,monthly issuance,28
2050,1,monthly issuance,28
2276,31,monthly issuance,28
126,5,monthly issuance,28
2859,11,monthly issuance,28
2667,23,monthly issuance,28
1789,46,monthly issuance,28
838,47,monthly issuance,28
3264,70,monthly issuance,28
198,70,monthly issuance,28
2345,5,monthly issuance,28
5256,72,issuance after transaction,28
40,64,monthly issuance,28
419,13,monthly issuance,28
3892,43,monthly issuance,28
1217,69,monthly issuance,28
397,11,monthly issuance,28
3146,68,monthly issuance,28
287,16,monthly issuance,28
2180,45,monthly issuance,28
354,59,monthly issuance,28
259,2,monthly issuance,28
1666,67,monthly issuance,28
1495,36,monthly issuance,28
2582,28,monthly issuance,28
4470,16,monthly issuance,28
1381,57,monthly issuance,28
2435,38,monthly issuance,28
542,1,monthly issuance,28
1123,13,monthly issuance,28
3225,1,monthly issuance,28
1133,1,monthly issuance,28
3086,1,monthly issuance,28
2250,35,monthly issuance,28
340,1,monthly issuance,28
4079,52,monthly issuance,28
841,1,monthly issuance,28
2269,6,monthly issuance,28
2867,30,monthly issuance,28
3371,68,monthly issuance,28
520,60,monthly issuance,28
743,10,monthly issuance,28
3640,10,monthly issuance,28
3354,63,monthly issuance,28
107,64,monthly issuance,28
243,55,weekly issuance,28
3687,71,monthly issuance,28
1984,73,monthly issuance,28
4173,1,monthly issuance,28
2700,74,monthly issuance,28
2318,73,monthly issuance,28
7965,55,monthly issuance,28
3352,42,monthly issuance,28
4255,70,weekly issuance,28
73,72,monthly issuance,28
3948,1,monthly issuance,28
648,13,monthly issuance,28
3688,70,monthly issuance,28
462,29,monthly issuance,28
3243,1,monthly issuance,28
8625,64,monthly issuance,28
321,47,monthly issuance,28
3548,23,monthly issuance,28
5984,11,monthly issuance,28
3091,3,monthly issuance,28
626,72,monthly issuance,28
998,47,monthly issuance,28
3326,5,monthly issuance,28
2457,76,monthly issuance,28
2549,74,monthly issuance,28
1947,35,monthly issuance,28
2738,41,monthly issuance,28
1809,1,weekly issuance,28
519,24,monthly issuance,28
2665,61,monthly issuance,28
1114,6,weekly issuance,28
8957,1,monthly issuance,28
2271,68,monthly issuance,28
196,4,monthly issuance,28
3218,41,monthly issuance,28
3660,74,monthly issuance,28
787,10,monthly issuance,28
3820,1,monthly issuance,28
10906,76,monthly issuance,28
914,73,monthly issuance,28
9656,61,monthly issuance,28
1941,60,monthly issuance,28
3617,22,monthly issuance,28
3370,49,monthly issuance,28
1664,56,monthly issuance,28
4337,29,monthly issuance,28
2557,40,monthly issuance,28
1527,31,issuance after transaction,28
3938,57,monthly issuance,28
1686,11,monthly issuance,28
10670,60,monthly issuance,28
3309,66,monthly issuance,28
3107,5,monthly issuance,28
8377,29,monthly issuance,28
345,5,monthly issuance,28
498,1,monthly issuance,28
